,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price_Z,price_MM,price_Log
2453,20140611T000000,515000,3,2.5,3370,19585,2.0,0,0.0,3.0,3200,170,1951,,15043 Densmore Ave N,Shoreline,WA 98133,USA,-0.11323660337108239,0.06256711289283413,13.151922179645874
2454,20140611T000000,599000,4,2.5,2790,230868,2.0,0,0.0,3.0,2790,0,1989,,18905 240th Ave NE,Woodinville,WA 98077,USA,0.11073438878146862,0.07459374328871073,13.303016877097587
2455,20140611T000000,285000,3,2.5,1870,4060,2.0,0,0.0,3.0,1870,0,2005,,13303 SE 227th St,Kent,WA 98042,USA,-0.7264905104554482,0.02963705347555301,12.560244459250788
2456,20140611T000000,290000,3,1.75,1520,15090,1.0,0,0.0,4.0,1520,0,1968,,28515 SE 228th St,Maple Valley,WA 98038,USA,-0.7131589037797011,0.030352924332450425,12.577636201962656
2457,20140611T000000,355000,1,1.75,750,20339,1.0,0,0.0,4.0,550,200,1946,,14128 W Lake Kathleen Dr SE,Renton,WA 98059,USA,-0.5398480169949891,0.03965924547211683,12.779873068457553
2458,20140611T000000,381000,3,1.5,1460,11407,1.0,0,0.0,3.0,1460,0,1954,,16044 33rd Ave NE,Lake Forest Park,WA 98155,USA,-0.4705236622811042,0.04338177392798339,12.850554654108839
2459,20140611T000000,571000,3,2.5,2600,7465,2.0,0,0.0,3.0,2600,0,1988,,15201 93rd Pl NE,Bothell,WA 98011,USA,0.03607739139728495,0.07058486649008519,13.255144488638146
2460,20140611T000000,852600,4,2.5,3320,11901,2.0,0,0.0,5.0,2650,670,1977,,5334-5394 134th Ave SE,Bellevue,WA 98006,USA,0.7869134793753607,0.11090271315054764,13.656045783313248
2461,20140611T000000,1085000,5,2.5,2340,6000,2.0,0,0.0,4.0,2340,0,1922,,3107 37th Pl S,Seattle,WA 98144,USA,1.4065665576640851,0.14417639057913953,13.897090544956697
2462,20140611T000000,371000,3,1.0,890,7200,1.0,0,0.0,3.0,890,0,1951,,3843 NE 113th St,Seattle,WA 98125,USA,-0.4971868756325984,0.04195003221418856,12.823957341589573
2463,20140611T000000,514000,3,1.75,1720,5899,1.0,0,1.0,3.0,1220,500,1986,,4052 SW Myrtle St,Seattle,WA 98136,USA,-0.1159029247062318,0.06242393872145465,13.149978544437301
2464,20140611T000000,386000,3,1.5,1270,1318,2.0,0,0.0,3.0,1080,190,2004,,3613 Gilman Ave W,Seattle,WA 98199,USA,-0.45719205560535714,0.044097644784880805,12.863592648446968
2465,20140611T000000,464000,4,2.5,2180,7203,2.0,0,0.0,4.0,2180,0,1989,,5055 NE 23rd St,Renton,WA 98059,USA,-0.24921899146370263,0.05526523015248049,13.047639831208393
2466,20140611T000000,335000,4,2.25,2030,13500,1.0,0,0.0,3.0,1230,800,1963,,20532 SE 159th St,Renton,WA 98059,USA,-0.5931744436979774,0.03679576204452716,12.721885810807203
2467,20140611T000000,740000,4,2.75,2490,17833,2.0,0,2.0,3.0,1490,1000,1979,,12537 41st Ave NE,Seattle,WA 98125,USA,0.4866856970375364,0.09478130145321785,13.514405465180353
2468,20140611T000000,465000,4,1.75,1470,5350,1.0,0,0.0,3.0,980,490,1955,,10424 12th Ave NE,Seattle,WA 98125,USA,-0.24655267012855323,0.05540840432385997,13.049792684569493
2469,20140611T000000,230000,5,2.0,1910,7200,1.0,0,0.0,4.0,1110,800,1951,,11620-11698 57th Ave S,Seattle,WA 98178,USA,-0.8731381838886662,0.021762474049681436,12.345834587905333
2470,20140611T000000,700000,3,2.75,2500,7378,1.0,0,0.0,5.0,1390,1110,1948,,10050 11th Ave NW,Seattle,WA 98177,USA,0.3800328436315597,0.08905433459803852,13.458835614025542
2471,20140611T000000,785000,3,3.5,4500,21870,2.0,0,0.0,3.0,4500,0,2004,,13528 SE 333rd Pl,Auburn,WA 98092,USA,0.6066701571192601,0.10122413916529459,13.573438996764546
2472,20140611T000000,350000,3,3.25,1460,1592,2.0,0,0.0,3.0,1130,330,2006,,6003 Lanham Pl SW,Seattle,WA 98126,USA,-0.5531796236707361,0.03894337461521941,12.765688433465597
2473,20140611T000000,148000,1,1.0,620,8261,1.0,0,0.0,3.0,620,0,1939,,9854 25th Ave SW,Seattle,WA 98106,USA,-1.0917765333709184,0.010022191996563819,11.904967552746252
2474,20140611T000000,530000,3,1.75,1550,3680,1.0,0,0.0,3.0,1050,500,1927,,209 NW 73rd St,Seattle,WA 98117,USA,-0.07324178334384114,0.06471472546352638,13.180632285528304
2475,20140611T000000,349000,3,2.5,1430,1002,3.0,0,0.0,3.0,1430,0,2002,,720 N 95th St,Seattle,WA 98103,USA,-0.5558459450058856,0.03880020044383993,12.762827201184564
2476,20140611T000000,240000,3,1.5,1360,9760,1.5,0,0.0,5.0,1360,0,1984,,43712 SE 150th St,North Bend,WA 98045,USA,-0.846474970537172,0.023194215763476266,12.388394202324129
2477,20140611T000000,330000,3,2.5,2210,7557,2.0,0,0.0,3.0,2210,0,1989,,32739 47th Ave SW,Federal Way,WA 98023,USA,-0.6065060503737245,0.03607989118762975,12.706847933442663
2478,20140611T000000,735000,4,1.75,2460,5100,1.5,0,0.0,5.0,1450,1010,1909,,6815 26th Ave NE,Seattle,WA 98115,USA,0.47335409036178927,0.09406543059632043,13.507625778194974
2479,20140611T000000,545000,3,2.5,2180,15693,1.0,0,0.0,4.0,1850,330,1979,,1801 193rd Ave SE,Sammamish,WA 98075,USA,-0.03324696331659988,0.06686233803421864,13.208541073645382
2480,20140611T000000,214950,3,1.75,1570,4875,1.0,0,0.0,4.0,1310,260,1977,,26712 186th Ave SE,Covington,WA 98042,USA,-0.9132663199826648,0.01960770277042022,12.278160721924428
2481,20140611T000000,657500,4,2.75,4140,24190,2.0,0,0.0,3.0,4140,0,2002,,32927 143rd Ct SE,Auburn,WA 98092,USA,0.2667141868877095,0.08296943231441048,13.396200043034057
2482,20140611T000000,476000,3,1.0,1140,5500,1.5,0,0.0,4.0,1140,0,1908,,4415 29th Ave W,Seattle,WA 98199,USA,-0.21722313544190963,0.05698332020903429,13.073173133213556
2483,20140611T000000,1989000,3,2.5,2880,13500,1.0,0,4.0,5.0,1520,1360,1950,,9243 NE 20th St,Clyde Hill,WA 98004,USA,3.816921044639158,0.27360584150619227,14.503142557836108
2484,20140611T000000,2888000,5,6.25,8670,64033,2.0,0,4.0,3.0,6120,2550,1965,2003.0,1291 NW Elford Dr,Seattle,WA 98177,USA,6.2139439249384845,0.4023194215763476,14.876074778994854
2485,20140611T000000,110000,2,1.0,800,15000,1.0,0,0.0,3.0,800,0,1927,,12231 14th Ave S,Seattle,WA 98168,USA,-1.193096744106596,0.004581573484143458,11.608235644774552
2486,20140611T000000,292000,4,2.75,2414,7693,2.0,0,0.0,3.0,2414,0,2006,,315 F St SE,Auburn,WA 98002,USA,-0.7078262611094023,0.03063927267520939,12.584509081250419
2487,20140611T000000,317000,3,1.0,1160,8813,1.0,0,0.0,3.0,1160,0,1952,,13319 1st Ave NE,Seattle,WA 98125,USA,-0.641168227730667,0.03421862695969647,12.666657052859417
2488,20140611T000000,455000,4,2.5,3170,10688,2.0,0,2.0,3.0,3170,0,2001,,1118 U St NW,Auburn,WA 98001,USA,-0.2732158834800474,0.05397666261006514,13.028052697933088
2489,20140611T000000,1365000,5,3.5,4210,17258,2.0,0,3.0,3.0,4210,0,1995,,5564 169th Pl SE,Bellevue,WA 98006,USA,2.153136531505922,0.1842651585653948,14.126664986601197
2490,20140611T000000,460000,3,2.0,2060,4437,1.0,0,0.0,3.0,1030,1030,1929,,3720 35th Ave SW,Seattle,WA 98126,USA,-0.2598842768043003,0.05469253346696256,13.038981768465277
2491,20140611T000000,405000,3,2.0,1640,7201,1.0,0,0.0,3.0,1640,0,1948,,12711 37th Ave NE,Seattle,WA 98125,USA,-0.4065319502375182,0.04681795404109099,12.911642346088676
2492,20140611T000000,333000,2,1.0,720,6686,1.0,0,0.0,3.0,720,0,1942,,9716 4th Ave NW,Seattle,WA 98117,USA,-0.5985070863682762,0.0365094137017682,12.71589776896258
2493,20140611T000000,427000,4,1.0,1860,4736,1.5,0,0.0,1.0,1860,0,1901,,2411-2499 E Roy St,Seattle,WA 98112,USA,-0.34787288086423107,0.04996778581143962,12.96453929221076
2494,20140611T000000,742000,4,2.5,2810,10986,2.0,0,0.0,3.0,2810,0,1997,,1755 268th Pl SE,Sammamish,WA 98075,USA,0.4920183397078352,0.09506764979597682,13.517104522149518
2495,20140611T000000,465000,4,2.5,2090,9702,1.0,0,0.0,5.0,1320,770,1965,,16135 Densmore Ave N,Shoreline,WA 98133,USA,-0.24655267012855323,0.05540840432385997,13.049792684569493
2496,20140611T000000,809950,4,2.5,3280,6181,2.0,0,0.0,3.0,3280,0,2001,,19199 NE 43rd Ct,Sammamish,WA 98074,USA,0.673194874431238,0.1047963347412127,13.604727796348284
2497,20140611T000000,619400,4,2.0,2090,3610,1.5,0,0.0,5.0,1790,300,1927,,8044 14th Avenue Northeast,Seattle,WA 98115,USA,0.16512734401851673,0.07751449638485218,13.336506546521239
2498,20140611T000000,762400,3,1.75,2430,14607,1.0,0,1.0,3.0,1230,1200,1949,1970.0,4854 E Mercer Way,Mercer Island,WA 98040,USA,0.5464112949448833,0.09798840289211827,13.544226631322129
2499,20140611T000000,535000,5,2.25,2520,49222,2.0,0,0.0,4.0,2520,0,1978,,20645 SE 123rd St,Issaquah,WA 98027,USA,-0.059910176668094055,0.0654305963204238,13.190022025878143
2500,20140611T000000,881000,5,3.0,2510,4125,1.5,0,3.0,5.0,1590,920,1925,,540 33rd Ave S,Seattle,WA 98144,USA,0.8626370052936041,0.11496885961772496,13.688812904918317
2501,20140611T000000,813000,4,2.75,3370,6675,1.0,0,3.0,4.0,1920,1450,1948,,1501 33rd Ave S,Seattle,WA 98144,USA,0.6813271545034438,0.10523301596392011,13.608486388529947
2502,20140611T000000,234000,3,2.0,1640,5280,1.5,0,0.0,5.0,1640,0,1910,,28 M St NE,Auburn,WA 98002,USA,-0.8624728985480685,0.022335170735199368,12.363076394339839
2503,20140611T000000,308900,3,2.5,2250,7294,2.0,0,0.0,3.0,2250,0,1994,,5006 Highland Dr SE,Auburn,WA 98092,USA,-0.6627654305453772,0.03305891617152266,12.640772878906674
2504,20140611T000000,450000,4,2.5,2300,19250,1.0,0,0.0,4.0,2300,0,1955,,13406 423rd Ave SE,North Bend,WA 98045,USA,-0.28654749015579445,0.05326079175316773,13.017002861746503
2505,20140611T000000,547500,3,3.5,1650,2262,3.0,0,0.0,3.0,1650,0,2010,,769 N 74th St,Seattle,WA 98103,USA,-0.026581159978726343,0.06722027346266735,13.213117740672793
2506,20140611T000000,399950,2,1.0,710,1131,2.0,0,0.0,4.0,710,0,1943,,2358 Fairview Ave E,Seattle,WA 98102,USA,-0.4199968729800228,0.0460949244756246,12.899094818276968
2507,20140611T000000,516000,4,3.5,2550,8698,2.0,0,0.0,3.0,2550,0,2007,,8816 Venn Ave SE,Snoqualmie,WA 98065,USA,-0.11057028203593297,0.06271028706421362,13.1538620444637
2508,20140611T000000,250000,2,1.5,982,846,2.0,0,0.0,3.0,806,176,2006,,10217 Aurora Ave N,Seattle,WA 98133,USA,-0.8198117571856778,0.024625957477271095,12.429216196844383
2509,20140611T000000,719950,5,2.75,3240,6863,2.0,0,0.0,3.0,3240,0,2013,,1301-1303 Monterey Ave NE,Renton,WA 98056,USA,0.4332259542677906,0.0919106593170592,13.486937044136416
2510,20140611T000000,475000,3,2.25,1630,2520,2.0,0,0.0,3.0,1630,0,2005,,2009 25th Ave NE,Issaquah,WA 98029,USA,-0.21988945677705907,0.05684014603765481,13.071070083016778
2511,20140611T000000,415000,4,2.5,2550,4500,2.0,0,0.0,3.0,2550,0,2009,,564 Field Pl NE,Renton,WA 98059,USA,-0.37986873688602407,0.048249695754885816,12.936033799212835
2512,20140611T000000,545000,2,1.25,1240,2150,2.0,0,0.0,3.0,1240,0,2014,,8050 14th Ave NW,Seattle,WA 98117,USA,-0.03324696331659988,0.06686233803421864,13.208541073645382
2513,20140611T000000,329950,3,2.5,2456,7566,2.0,0,0.0,3.0,2456,0,2012,,33800-33998 12th Pl SW,Federal Way,WA 98023,USA,-0.606639366440482,0.03607273247906077,12.706696406811568
2514,20140612T000000,1325000,5,2.25,3200,20158,1.0,0,0.0,3.0,1600,1600,1965,,2154-2398 94th Ave NE,Clyde Hill,WA 98004,USA,2.0464836780999454,0.17853819171021548,14.09692301740246
2515,20140612T000000,784000,3,3.5,3950,111078,1.5,0,0.0,3.0,2460,1490,1989,,19851 NE Redmond Rd,Redmond,WA 98053,USA,0.6040038357841108,0.1010809649939151,13.572164299332545
2516,20140612T000000,610750,4,2.25,2180,7297,2.0,0,0.0,3.0,2180,0,1984,,21132 NE 42nd St,Sammamish,WA 98074,USA,0.14206366446947427,0.07627603980241965,13.322442989119986
2517,20140612T000000,578000,4,2.5,3140,9225,1.0,0,2.0,5.0,1770,1370,1966,,540 Raymond Pl NW,Renton,WA 98057,USA,0.05474164074333086,0.07158708568974158,13.267329147654515
2518,20140612T000000,1485000,4,3.75,4030,10800,2.0,0,0.0,3.0,4030,0,2006,,619 9th Ave,Kirkland,WA 98033,USA,2.473095091723852,0.20144605913093278,14.210925330218936
2519,20140612T000000,501000,3,1.75,1970,7972,1.0,0,3.0,5.0,1370,600,1976,,8600-8604 NW 5th St,Renton,WA 98057,USA,-0.15056510206317422,0.060562674493521367,13.124361380067002
2520,20140612T000000,465250,5,2.0,1940,7642,1.5,0,0.0,3.0,1940,0,1957,,20028 18th Ave NW,Shoreline,WA 98177,USA,-0.24588608979476587,0.05544419786670484,13.050330174504497
2521,20140612T000000,2250000,5,4.25,4860,9453,1.5,0,1.0,5.0,3100,1760,1905,,173 37th Ave E,Seattle,WA 98112,USA,4.512830913113156,0.31097430023623734,14.626440774180603
2522,20140612T000000,400000,3,1.75,1590,8219,1.5,0,0.0,5.0,970,620,1938,,12632 93rd Pl NE,Kirkland,WA 98034,USA,-0.4198635569132653,0.04610208318419357,12.89921982609012
2523,20140612T000000,1095000,0,0.0,3064,4764,3.5,0,2.0,3.0,3064,0,1990,,814 E Howe St,Seattle,WA 98102,USA,1.4332297710155792,0.14560813229293437,13.906264921232738
2524,20140612T000000,315000,2,1.0,970,5665,1.0,0,0.0,4.0,970,0,1908,,4726 S Orcas St,Seattle,WA 98118,USA,-0.6465008704009657,0.033932278616937504,12.66032791780777
2525,20140612T000000,900000,4,2.25,2460,44431,1.0,0,0.0,4.0,2460,0,1957,,539 145th Ave SE,Bellevue,WA 98007,USA,0.913297110661443,0.11768916887393516,13.710150042306449
2526,20140612T000000,789500,4,2.5,3010,6100,2.0,0,0.0,3.0,3010,0,2005,,6466 195th Pl NE,Redmond,WA 98052,USA,0.6186686031274325,0.10186842293650226,13.579155112677833
2527,20140612T000000,678500,3,2.0,2460,6600,1.0,0,2.0,4.0,1370,1090,1952,,9108 40th Ave SW,Seattle,WA 98136,USA,0.32270693492584723,0.08597608991337963,13.427639758257062
2528,20140612T000000,342500,3,2.0,2080,11375,1.0,0,0.0,3.0,2080,0,2002,,3322 261st Pl SE,Enumclaw,WA 98022,USA,-0.5731770336843568,0.03786956832987329,12.744026936684417
2529,20140612T000000,860000,4,3.25,3960,7012,2.0,0,0.0,3.0,3960,0,2005,,19454 SE 27th Pl,Sammamish,WA 98075,USA,0.8066442572554664,0.11196220201875583,13.664687668229691
2530,20140612T000000,306000,4,2.5,2490,8124,2.0,0,0.0,3.0,2490,0,2001,,29742 129th Pl SE,Auburn,WA 98092,USA,-0.6704977624173105,0.03264371107452215,12.631340380934517
2531,20140612T000000,640000,5,3.5,3690,11928,2.0,0,0.0,3.0,2540,1150,2006,,114 210th Ave NE,Sammamish,WA 98074,USA,0.2200535635225947,0.08046388431526953,13.369223455335854
2532,20140612T000000,580000,5,2.0,2060,6000,2.0,0,0.0,3.0,2060,0,1903,,2107 NE 55th St,Seattle,WA 98105,USA,0.0600742834136297,0.07187343403250054,13.270783382522602
2533,20140612T000000,405000,3,1.0,1330,15678,1.0,0,0.0,3.0,900,430,1984,,3009 229th Pl NE,Sammamish,WA 98074,USA,-0.4065319502375182,0.04681795404109099,12.911642346088676
2534,20140612T000000,510000,3,1.75,1600,19200,1.0,0,0.0,4.0,1600,0,1967,,13304 69th Ave NE,Kirkland,WA 98034,USA,-0.12656821004682947,0.06185124203593672,13.142166004700508
2535,20140612T000000,173000,2,1.0,820,10450,1.0,0,0.0,4.0,820,0,1965,,10635 SE 196th St,Renton,WA 98055,USA,-1.025118499992183,0.013601546281050899,12.061046873479915
2536,20140612T000000,210000,4,1.75,1200,7680,1.0,0,0.0,3.0,1200,0,1968,,32113 112th Pl SE,Auburn,WA 98092,USA,-0.9264646105916545,0.01889899062209177,12.254862809699606
2537,20140612T000000,445000,3,1.0,1050,5664,1.0,0,0.0,4.0,910,140,1947,,8244 40th Ave NE,Seattle,WA 98115,USA,-0.29987909683154157,0.05254492089627031,13.005829561148378
2538,20140612T000000,585000,3,2.5,1910,1501,2.5,0,0.0,3.0,1530,380,2007,,2637 22nd Ave W,Seattle,WA 98199,USA,0.07340589008937679,0.07258930488939795,13.279367126213993
2539,20140612T000000,381000,3,1.75,1800,6000,1.0,0,0.0,5.0,900,900,1950,,1115 NE 168th St,Shoreline,WA 98155,USA,-0.4705236622811042,0.04338177392798339,12.850554654108839
2540,20140612T000000,717000,3,2.5,2480,5137,2.0,0,0.0,3.0,2480,0,2000,,13202 NE 92nd Way,Redmond,WA 98052,USA,0.42536030632909977,0.09148829551148974,13.482831119581757
2541,20140612T000000,890000,3,2.25,2060,8640,1.0,0,0.0,4.0,2060,0,1966,,4810 109th Ave NE,Kirkland,WA 98033,USA,0.8866338973099489,0.11625742716014031,13.698976741708323
2542,20140612T000000,235000,3,1.75,1840,9697,1.0,0,0.0,4.0,1500,340,1985,,12034 SE 252 Pl,Kent,WA 98030,USA,-0.8598065772129191,0.02247834490657885,12.367340793126296
2543,20140612T000000,480000,3,2.5,1250,1103,3.0,0,2.0,3.0,1250,0,2005,,513 N 46th St,Seattle,WA 98103,USA,-0.20655785010131197,0.05755601689455222,13.081541382884074
2544,20140612T000000,822000,4,2.5,2683,40386,2.0,0,0.0,4.0,2683,0,1987,,10821 151st Ave NE,Redmond,WA 98052,USA,0.7053240465197885,0.10652158350633546,13.619495674038317
2545,20140612T000000,575000,2,1.0,1510,4032,1.5,0,0.0,3.0,1310,200,1935,,2002 28th Ave W,Seattle,WA 98199,USA,0.04674267673788261,0.07115756317560312,13.262125319779487
2546,20140612T000000,350000,4,2.25,2300,4600,1.5,0,0.0,4.0,1340,960,1904,,1517 17th Ave S,Seattle,WA 98144,USA,-0.5531796236707361,0.03894337461521941,12.765688433465597
2547,20140612T000000,259000,4,1.5,1490,7560,2.0,0,0.0,3.0,1490,0,1966,,25923 13th Ave S,Des Moines,WA 98198,USA,-0.7958148651693331,0.025914525019686448,12.464583340681674
2548,20140612T000000,599000,5,2.75,2820,4608,1.0,0,0.0,3.0,1450,1370,1967,,306 NW 82nd St,Seattle,WA 98117,USA,0.11073438878146862,0.07459374328871073,13.303016877097587
2549,20140612T000000,210000,4,1.5,1130,7840,1.0,0,0.0,4.0,1130,0,1970,,33818 35th Ave SW,Federal Way,WA 98023,USA,-0.9264646105916545,0.01889899062209177,12.254862809699606
2550,20140612T000000,1184000,4,2.5,3200,7500,1.5,0,1.0,5.0,1860,1340,1948,,7344 50th Ave NE,Seattle,WA 98115,USA,1.6705323698438774,0.15835063354570836,13.984409094426088
2551,20140612T000000,545000,3,1.0,1510,5000,1.5,0,0.0,3.0,1510,0,1909,,5726 28th Ave NE,Seattle,WA 98105,USA,-0.03324696331659988,0.06686233803421864,13.208541073645382
2552,20140612T000000,299995,3,2.5,1970,7500,2.0,0,0.0,3.0,1970,0,1988,,4809 Mill Pond Loop,Auburn,WA 98092,USA,-0.6865090220348827,0.031783950175388355,12.61152108683278
2553,20140612T000000,440000,3,1.0,1210,5750,1.5,0,0.0,4.0,1210,0,1910,,7006 46th Ave SW,Seattle,WA 98136,USA,-0.31321070350728863,0.05182905003937289,12.994530005894443
2554,20140612T000000,699000,4,2.5,3280,27441,2.0,0,0.0,3.0,3280,0,1996,,7435 245th Way NE,Redmond,WA 98053,USA,0.37736652229641027,0.08891116042665903,13.457406021215947
2555,20140612T000000,795000,3,2.0,2420,17859,1.0,0,1.0,5.0,1500,920,1979,,7215 NE 119th Pl,Kirkland,WA 98034,USA,0.6333333704707543,0.10265588087908942,13.58609739363647
2556,20140612T000000,445000,5,1.75,2460,6846,1.5,0,0.0,5.0,1340,1120,1911,,6444 Carleton Ave S,Seattle,WA 98108,USA,-0.29987909683154157,0.05254492089627031,13.005829561148378
2557,20140612T000000,397990,3,1.0,1180,11862,1.0,0,0.0,4.0,1180,0,1948,,11739 4th Ave NW,Seattle,WA 98177,USA,-0.4252228627969156,0.04581430309972081,12.89418215832278
2558,20140612T000000,706000,3,2.75,1900,6400,1.0,0,0.0,5.0,1410,490,1942,,4324 NE 56th St,Seattle,WA 98105,USA,0.3960307716424562,0.08991337962631542,13.467370516475379
2559,20140612T000000,363000,3,3.25,1651,1779,2.0,0,0.0,3.0,1341,310,2008,,10734 Whitman Ave N,Seattle,WA 98133,USA,-0.5185174463137937,0.04080463884315269,12.802158113246987
2560,20140612T000000,850000,4,2.25,2130,11843,2.0,0,0.0,4.0,2130,0,1972,,7490 85th Ave SE,Mercer Island,WA 98040,USA,0.7799810439039722,0.11053046030496098,13.652991628466498
2561,20140612T000000,620000,2,1.0,1430,3000,1.5,0,0.0,3.0,1300,130,1929,,2215 E Miller St,Seattle,WA 98112,USA,0.16672713681960638,0.07760040088767987,13.337474757021274
2562,20140612T000000,1228000,4,2.5,5730,44947,2.0,0,4.0,3.0,4280,1450,1991,,20709 SE 4th St,Sammamish,WA 98074,USA,1.7878505085904517,0.1646502970864056,14.020897387689224
2563,20140612T000000,333000,4,2.5,1910,9244,1.0,0,0.0,4.0,1910,0,1963,,5811 NE 6th St,Renton,WA 98059,USA,-0.5985070863682762,0.0365094137017682,12.71589776896258
2564,20140612T000000,743000,3,1.75,2110,11250,1.0,0,0.0,4.0,2110,0,1961,,9201-9231 SE 70th Pl,Mercer Island,WA 98040,USA,0.49468466104298464,0.09521082396735629,13.518451323699896
2565,20140612T000000,448000,2,1.5,1630,3780,1.0,0,0.0,4.0,890,740,1940,,3441 NW 59th St,Seattle,WA 98107,USA,-0.2918801328260933,0.052974443410408766,13.012548511397123
2566,20140612T000000,485000,4,2.5,2470,35073,2.0,0,0.0,3.0,2470,0,1989,,17435 SE 329th St,Auburn,WA 98092,USA,-0.19322624342556488,0.05827188775144964,13.091904169919621
2567,20140612T000000,489950,4,2.25,2640,31941,1.0,0,0.0,4.0,2640,0,1986,,16915 SE 325th Pl,Auburn,WA 98092,USA,-0.18002795281657527,0.05898059989977807,13.102058624063964
2568,20140612T000000,498500,5,2.75,2990,7420,2.0,0,0.0,3.0,2990,0,1996,,4304 NE 7th St,Renton,WA 98059,USA,-0.15723090540104775,0.060204739065072656,13.11935886838403
2569,20140612T000000,531000,3,2.5,2120,9736,2.0,0,0.0,3.0,2120,0,1988,,15102 91st Pl NE,Bothell,WA 98011,USA,-0.07057546200869172,0.06485789963490587,13.182517300224076
2570,20140612T000000,670000,3,2.5,2050,6420,1.0,0,3.0,3.0,1730,320,1956,,5625 SW Orleans St,Seattle,WA 98116,USA,0.3000432035770772,0.08475910945665402,13.415032991367148
2571,20140612T000000,320000,2,1.0,1100,8281,1.0,0,0.0,4.0,1100,0,1947,,1206 NE 155th St,Shoreline,WA 98155,USA,-0.6331692637252186,0.03464814947383492,12.676076274775909
2572,20140612T000000,310000,5,3.0,1880,5000,1.0,0,0.0,3.0,1100,780,1997,,6343 23rd Ave SW,Seattle,WA 98106,USA,-0.6598324770767128,0.03321640776004009,12.644327576461329
2573,20140612T000000,835000,3,3.0,2790,12523,2.0,1,4.0,4.0,1600,1190,1977,,27231 8th Ave S,Des Moines,WA 98198,USA,0.739986223876731,0.10838284773426875,13.635187003832993
2574,20140612T000000,1688000,4,2.5,3000,7500,2.0,0,0.0,3.0,3000,0,1937,1994.0,3907 48th Ave NE,Seattle,WA 98105,USA,3.0143583227591835,0.23051041592096785,14.339054954138039
2575,20140612T000000,520000,4,1.0,2080,3500,1.5,0,0.0,5.0,1260,820,1926,,6506 40th Ave SW,Seattle,WA 98136,USA,-0.0999049966953353,0.06328298374973156,13.16158409055761
2576,20140612T000000,495000,4,2.5,2140,7245,2.0,0,0.0,3.0,2140,0,2003,,633 N 138th St,Seattle,WA 98133,USA,-0.16656303007407072,0.05970362946524447,13.112313041550827
2577,20140612T000000,495000,3,2.0,1769,9300,1.0,0,0.0,4.0,1769,0,1955,2009.0,531 SW 181st St,Normandy Park,WA 98166,USA,-0.16656303007407072,0.05970362946524447,13.112313041550827
2578,20140612T000000,440000,3,1.0,1710,6556,1.5,0,0.0,4.0,1200,510,1926,,12220 Phinney Ave N,Seattle,WA 98133,USA,-0.31321070350728863,0.05182905003937289,12.994530005894443
2579,20140612T000000,280000,1,0.75,420,6720,1.0,0,0.0,3.0,420,0,1922,,5550 17th Ave S,Seattle,WA 98108,USA,-0.7398221171311953,0.028921182618655596,12.542544882151386
2580,20140612T000000,1070000,4,2.5,3270,35445,2.0,0,0.0,3.0,3270,0,1989,,6040 164th Ave SE,Bellevue,WA 98006,USA,1.3665717376368438,0.1420287780084473,13.883169206438088
2581,20140612T000000,1034500,4,2.5,2370,10858,2.0,0,0.0,3.0,2370,0,2003,,11034 NE 26th Pl,Bellevue,WA 98004,USA,1.2719173302390396,0.13694609492447563,13.849428776167734
2582,20140612T000000,248000,4,2.5,1770,5855,2.0,0,0.0,3.0,1770,0,2003,,21620 SE 283rd St,Maple Valley,WA 98038,USA,-0.8251443998559767,0.02433960913451213,12.421184025147118
2583,20140612T000000,294000,4,2.5,2210,8465,1.0,0,0.0,3.0,1490,720,1990,,512 47th St SE,Auburn,WA 98092,USA,-0.7024936184391035,0.030925621017968356,12.591335046320818
2584,20140612T000000,561000,3,2.25,1710,4140,2.0,0,0.0,3.0,1710,0,2004,,2037 Larchmount Dr NE,Issaquah,WA 98029,USA,0.009414178045790781,0.06915312477629036,13.237476184504834
2585,20140612T000000,656500,4,2.0,2710,4750,1.0,0,0.0,4.0,1460,1250,1919,,6326 21st Ave NE,Seattle,WA 98115,USA,0.2640478655525601,0.082826258143031,13.394677972724988
2586,20140612T000000,660000,3,3.0,2340,2970,2.0,0,0.0,5.0,2160,180,1925,,743 N 80th St,Seattle,WA 98103,USA,0.273379990225583,0.08332736774285919,13.399995114002609
2587,20140612T000000,370000,2,1.0,1220,17172,1.0,0,0.0,4.0,1220,0,1947,,13314 NE 104th St,Kirkland,WA 98033,USA,-0.4998531969677478,0.04180685804280908,12.821258284620408
2588,20140612T000000,349950,3,1.0,1060,9525,1.0,0,0.0,3.0,1060,0,1966,,17129 NE 95th St,Redmond,WA 98052,USA,-0.5533129397374936,0.03893621590665044,12.765545566117686
2589,20140612T000000,223000,2,1.0,910,9869,1.0,0,0.0,3.0,910,0,1957,,11644 SE 163rd St,Renton,WA 98058,USA,-0.8918024332347121,0.020760254850025056,12.314927050442256
2590,20140612T000000,560000,4,1.75,1880,3880,1.5,0,0.0,4.0,1090,790,1944,,325 NW 48th St,Seattle,WA 98107,USA,0.006747856710641365,0.06900995060491089,13.235692062711331
2591,20140612T000000,299000,3,2.5,2210,10119,1.0,0,0.0,4.0,1450,760,1966,,1121 E Guiberson St,Kent,WA 98030,USA,-0.6891620117633565,0.03164149187486577,12.608198852372823
